block_id,direction_id,route_id,trip_headsign,shape_id,service_id,trip_bikes_allowed,trip_id,trip_short_name
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-8,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-9,
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-10,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-11,
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-12,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-13,
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-14,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-15,
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-16,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-17,
1267621,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-18,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-19,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-20,
1267620,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-21,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-22,
1267623,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-23,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-24,
1267623,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-25,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-26,
1267623,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-27,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-28,
1267623,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-29,
1267622,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-30,
1267625,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-31,
1267624,1,10144,Lower 9th Ward via Superdome and University Hospital,46705,1,2,84-1-32,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-1,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-2,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-3,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-4,
1267647,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-5,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-6,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-7,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-8,
1267647,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-9,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-10,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-11,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-12,
1267647,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-13,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-14,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-15,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-16,
1267647,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-17,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-18,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-19,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-20,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-21,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-22,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-23,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-24,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-25,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-26,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-27,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-28,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-29,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-30,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-31,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-32,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-33,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-34,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-35,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-36,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-37,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-38,
1267648,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-39,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-40,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-41,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-42,
1267648,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-43,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-44,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-45,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-46,
1267648,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-47,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-48,
1267645,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-49,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-50,
1267648,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-51,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-52,
1267646,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-53,
1267644,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-54,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-55,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-56,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-57,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-58,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-59,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-60,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-61,
1267649,0,10145,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1,2,88-0-62,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-1,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-2,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-3,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-4,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-5,
1267647,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-6,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-7,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-8,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-9,
1267647,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-10,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-11,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-12,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-13,
1267647,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-14,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-15,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-16,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-17,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-18,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-19,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-20,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-21,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-22,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-23,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-24,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-25,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-26,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-27,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-28,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-29,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-30,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-31,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-32,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-33,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-34,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-35,
1267648,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-36,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-37,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-38,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-39,
1267648,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-40,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-41,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-42,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-43,
1267648,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-44,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-45,
1267645,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-46,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-47,
1267648,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-48,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-49,
1267646,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-50,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-51,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-52,
1267644,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-53,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-54,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-55,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-56,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-57,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-58,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-59,
1267649,1,10145,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1,2,88-1-60,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-1,
1267659,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-2,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-3,
1267659,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-4,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-5,
1267659,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-6,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-7,
1267659,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-8,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-9,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-10,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-11,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-12,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-13,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-14,
1267660,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-15,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-16,
1267660,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-17,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-18,
1267660,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-19,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-20,
1267660,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-21,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-22,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-23,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-24,
1267658,0,10146,S. Claiborne Avenue via Carrollton Avenue,46708,1,2,90-0-25,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-1,
1267659,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-2,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-3,
1267659,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-4,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-5,
1267659,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-6,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-7,
1267659,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-8,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-9,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-10,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-11,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-12,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-13,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-14,
1267660,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-15,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-16,
1267660,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-17,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-18,
1267660,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-19,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-20,
1267660,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-21,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-22,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-23,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-24,
1267658,1,10146,Elysian Fields Avenue via Carrollton Avenue,46709,1,2,90-1-25,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-1,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-2,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-3,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-4,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-5,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-6,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-7,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-8,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-9,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-10,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-11,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-12,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-13,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-14,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-15,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-16,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-17,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-18,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-19,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-20,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-21,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-22,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-23,
1267667,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-24,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-25,
1267665,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-26,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-27,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-28,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-29,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-30,
1267666,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-31,
1267664,0,10147,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,46710,1,2,91-0-32,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-1,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-2,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-3,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-4,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-5,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-6,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-7,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-8,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-9,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-10,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-11,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-12,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-13,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-14,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-15,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-16,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-17,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-18,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-19,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-20,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-21,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-22,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-23,
1267667,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-24,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-25,
1267665,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-26,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-27,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-28,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-29,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-30,
1267666,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-31,
1267664,1,10147,Cemeteries via Canal St. and Delgado College,46711,1,2,91-1-32,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-1,
1267675,0,10148,Broad and Washington,46714,1,2,94-0-2,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-3,
1267677,0,10148,Broad and Washington,46712,1,2,94-0-4,
1267678,0,10148,Broad and Washington,46712,1,2,94-0-5,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-6,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-7,
1267680,0,10148,Broad and Washington,46712,1,2,94-0-8,
1267681,0,10148,Broad and Washington,46712,1,2,94-0-9,
1267675,0,10148,Broad and Washington,46712,1,2,94-0-10,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-11,
1267677,0,10148,Broad and Washington,46712,1,2,94-0-12,
1267678,0,10148,Broad and Washington,46712,1,2,94-0-13,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-14,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-15,
1267680,0,10148,Broad and Washington,46712,1,2,94-0-16,
1267681,0,10148,Broad and Washington,46712,1,2,94-0-17,
1267675,0,10148,Broad and Washington,46712,1,2,94-0-18,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-19,
1267678,0,10148,Broad and Washington,46712,1,2,94-0-20,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-21,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-22,
1267681,0,10148,Broad and Washington,46712,1,2,94-0-23,
1267675,0,10148,Broad and Washington,46712,1,2,94-0-24,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-25,
1267678,0,10148,Broad and Washington,46712,1,2,94-0-26,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-27,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-28,
1267681,0,10148,Broad and Washington,46712,1,2,94-0-29,
1267675,0,10148,Broad and Washington,46712,1,2,94-0-30,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-31,
1267678,0,10148,Broad and Washington,46712,1,2,94-0-32,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-33,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-34,
1267681,0,10148,Broad and Washington,46712,1,2,94-0-35,
1267675,0,10148,Broad and Washington,46714,1,2,94-0-36,
1267676,0,10148,Broad and Washington via Business Park,46713,1,2,94-0-37,
1267682,0,10148,Broad and Washington,46712,1,2,94-0-38,
1267678,0,10148,Broad and Washington via Business Park,46713,1,2,94-0-39,
1267679,0,10148,Broad and Washington,46712,1,2,94-0-40,
1267683,0,10148,Broad and Washington via Business Park,46713,1,2,94-0-41,
1267674,0,10148,Broad and Washington,46712,1,2,94-0-42,
1267681,0,10148,Broad and Washington via Business Park,46713,1,2,94-0-43,
1267675,0,10148,Broad and Washington,46712,1,2,94-0-44,
1267676,0,10148,Broad and Washington,46712,1,2,94-0-45,
